web-scraper-order,web-scraper-start-url,location-name,location-address-street,location-address-locality,location-address-region,location-address-postal-code,location-contact-phone-main,location-contact-url-main,location-contact-url-main-href,link-location-address-locality,link-location-address-locality-href,link-location-address-region,link-location-address-region-href
"1584541990-877","https://locations.dignityhealth.org/","Sequoia Hospital Radiology Department","170 Alameda de las Pulgas","null","CA","94062","(650) 367-5536","Sequoia Hospital Radiology Department","https://locations.dignityhealth.org/sequoia-hospital-radiology-department-redwood-city-ca","Redwood City","https://locations.dignityhealth.org/redwood-city-ca","California","https://locations.dignityhealth.org/california"
"1584542000-907","https://locations.dignityhealth.org/","Templeton Surgery Center","1310 Las Tablas Road","Templeton","CA","93465","(805) 434-3550","Templeton Surgery Center","https://locations.dignityhealth.org/templeton-surgery-center-templeton-ca","Paso Robles","https://locations.dignityhealth.org/dignity-health-laboratories-at-the-crossing-shopping-center-paso-robles-ca","California","https://locations.dignityhealth.org/california"
"1584541963-673","https://locations.dignityhealth.org/","Templeton Surgery Center","1310 Las Tablas Road","Templeton","CA","93465","(805) 434-3550","Templeton Surgery Center","https://locations.dignityhealth.org/templeton-surgery-center-templeton-ca","Templeton","https://locations.dignityhealth.org/templeton-ca","California","https://locations.dignityhealth.org/california"
"1584542118-1199","https://locations.dignityhealth.org/","Dignity Health Medical Group Pelvic Pain and Surgery - St. Joseph's","500 W Thomas Rd","Phoenix","AZ","85013","(602) 406-6017","Dignity Health Medical Group Pelvic Pain and Surgery - St. Joseph's","https://locations.dignityhealth.org/dignity-health-medical-group-pelvic-pain-and-surgery-st-joseph's-phoenix-az","Phoenix","https://locations.dignityhealth.org/phoenix-az","Arizona","https://locations.dignityhealth.org/arizona"
"1584542038-1007","https://locations.dignityhealth.org/","Maternal Child Health Department - St. Mary Medical Center - Long Beach","1050 Linden Ave","null","CA","90813","(562) 491-9000","Maternal Child Health Department - St. Mary Medical Center - Long Beach","https://locations.dignityhealth.org/maternal-child-health-department-st-mary-medical-center-long-beach-long-beach-ca","Long Beach","https://locations.dignityhealth.org/long-beach-ca","California","https://locations.dignityhealth.org/california"
"1584542120-1215","https://locations.dignityhealth.org/","Dignity Health Weight Loss Center - Glendale","7300 N 99th Ave","Glendale","AZ","85307","(480) 757-0292","Dignity Health Weight Loss Center - Glendale","https://locations.dignityhealth.org/dignity-health-weight-loss-center-glendale-glendale-az","Peoria","https://locations.dignityhealth.org/surgery-center-of-peoria-peoria-az","Arizona","https://locations.dignityhealth.org/arizona"
"1584541990-869","https://locations.dignityhealth.org/","Sequoia Hospital","170 Alameda de las Pulgas","null","CA","94062","(650) 369-5811","Sequoia Hospital","https://locations.dignityhealth.org/sequoia-hospital-redwood-city-ca","Redwood City","https://locations.dignityhealth.org/redwood-city-ca","California","https://locations.dignityhealth.org/california"
"1584541983-846","https://locations.dignityhealth.org/","Mercy Medical Group - Neurosurgery","3941 J Street","Sacramento","CA","95819","(916) 733-3401","Mercy Medical Group - Neurosurgery","https://locations.dignityhealth.org/mercy-medical-group-neurosurgery-sacramento-ca","Sacramento","https://locations.dignityhealth.org/sacramento-ca","California","https://locations.dignityhealth.org/california"
"1584541981-828","https://locations.dignityhealth.org/","San Andreas Medical Clinic","702 Mountain Ranch Rd.","San Andreas","CA","95249","(209) 754-4564","San Andreas Medical Clinic","https://locations.dignityhealth.org/san-andreas-medical-clinic-san-andreas-ca","San Andreas","https://locations.dignityhealth.org/san-andreas-ca","California","https://locations.dignityhealth.org/california"
"1584541974-771","https://locations.dignityhealth.org/","Dignity Health-GoHealth Urgent Care Glen Park","2895 Diamond St","null","CA","94131","(415) 964-4866","Dignity Health-GoHealth Urgent Care Glen Park","https://locations.dignityhealth.org/dignity-health-gohealth-urgent-care-glen-park-san-francisco-ca","San Francisco","https://locations.dignityhealth.org/san-francisco-ca","California","https://locations.dignityhealth.org/california"
"1584542018-933","https://locations.dignityhealth.org/","Emergency Room - Northridge Hospital Medical Center - Northridge","18300 Roscoe Blvd","null","CA","91325","(818) 885-8500","Emergency Room - Northridge Hospital Medical Center - Northridge","https://locations.dignityhealth.org/emergency-room-northridge-hospital-medical-center-northridge-northridge-ca","Northridge","https://locations.dignityhealth.org/northridge-ca","California","https://locations.dignityhealth.org/california"
"1584541983-835","https://locations.dignityhealth.org/","Mercy General Acute Inpatient Rehabilitation","4001 J St","null","CA","95819","(916) 453-4566","Mercy General Acute Inpatient Rehabilitation","https://locations.dignityhealth.org/mercy-general-acute-inpatient-rehabilitation-sacramento-ca","Sacramento","https://locations.dignityhealth.org/sacramento-ca","California","https://locations.dignityhealth.org/california"
"1584542055-1074","https://locations.dignityhealth.org/","Dominican Hospital Outpatient Rehabilitation Center","111 Madrone St","null","CA","95060","(831) 457-7057","Dominican Hospital Outpatient Rehabilitation Center","https://locations.dignityhealth.org/dominican-hospital-outpatient-rehabilitation-center-santa-cruz-ca","Felton","https://locations.dignityhealth.org/dignity-health-medical-group-dominican-felton-ca","California","https://locations.dignityhealth.org/california"
"1584541965-683","https://locations.dignityhealth.org/","St. Joseph's Home Health Care","509 W. Weber Ave","Stockton","CA","95203","(209) 473-6700","St. Joseph's Home Health Care","https://locations.dignityhealth.org/st-joseph's-home-health-care-stockton-ca","Stockton","https://locations.dignityhealth.org/stockton-ca","California","https://locations.dignityhealth.org/california"
"1584542057-1081","https://locations.dignityhealth.org/","Mercy Medical Group - Big Horn, Primary and Specialty Care","9394 Big Horn Blvd","null","CA","95758","(916) 691-8500","Mercy Medical Group - Big Horn, Primary and Specialty Care","https://locations.dignityhealth.org/mercy-medical-group-big-horn-primary-and-specialty-care-elk-grove-ca","Elk Grove","https://locations.dignityhealth.org/elk-grove-ca","California","https://locations.dignityhealth.org/california"
"1584542122-1220","https://locations.dignityhealth.org/","Emergency Room at Arizona General Hospital - Mesa Baseline","1910 S Gilbert Rd","null","AZ","85204","(480) 410-6150","Emergency Room at Arizona General Hospital - Mesa Baseline","https://locations.dignityhealth.org/emergency-room-at-arizona-general-hospital-mesa-baseline-mesa-az","Mesa","https://locations.dignityhealth.org/mesa-az","Arizona","https://locations.dignityhealth.org/arizona"
"1584541979-801","https://locations.dignityhealth.org/","Cancer Services - St. Bernardine Medical Center - San Bernardino","2101 N Waterman Ave","null","CA","92404","(909) 475-2543","Cancer Services - St. Bernardine Medical Center - San Bernardino","https://locations.dignityhealth.org/cancer-services-st-bernardine-medical-center-san-bernardino-san-bernardino-ca","San Bernardino","https://locations.dignityhealth.org/san-bernardino-ca","California","https://locations.dignityhealth.org/california"
"1584541961-670","https://locations.dignityhealth.org/","Dignity Health - St. John's Diagnostic Imaging Services","2309 Antonio Avenue","null","CA","93010","(805) 389-5674","Dignity Health - St. John's Diagnostic Imaging Services","https://locations.dignityhealth.org/dignity-health-st-john's-diagnostic-imaging-services-camarillo-ca","Thousand Oaks","https://locations.dignityhealth.org/dignity-health-medical-group-ventura-thousand-oaks-ca","California","https://locations.dignityhealth.org/california"
"1584542059-1084","https://locations.dignityhealth.org/","Mercy Medical Group - Hawks Flight, Primary and Specialty Care","1264 Hawks Flight Court","El Dorado Hills","CA","95762","(916) 939-8400","Mercy Medical Group - Hawks Flight, Primary and Specialty Care","https://locations.dignityhealth.org/mercy-medical-group-hawks-flight-primary-and-specialty-care-el-dorado-hills-ca","El Dorado Hills","https://locations.dignityhealth.org/el-dorado-hills-ca","California","https://locations.dignityhealth.org/california"
"1584542126-1226","https://locations.dignityhealth.org/","Dignity Health Norton Thoracic Institute - Glendale","7330 N 99th Ave","Glendale","AZ","85305","(602) 406-4000","Dignity Health Norton Thoracic Institute - Glendale","https://locations.dignityhealth.org/dignity-health-norton-thoracic-institute-glendale-glendale-az","Goodyear","https://locations.dignityhealth.org/emergency-room-at-arizona-general-hospital-goodyear-goodyear-az","Arizona","https://locations.dignityhealth.org/arizona"
"1584541972-746","https://locations.dignityhealth.org/","Bishop's Peak Women's Health Center","1941 Johnson Avenue","San Luis Obispo","CA","93401","(805) 786-4111","Bishop's Peak Women's Health Center","https://locations.dignityhealth.org/bishop's-peak-women's-health-center-san-luis-obispo-ca","San Luis Obispo","https://locations.dignityhealth.org/san-luis-obispo-ca","California","https://locations.dignityhealth.org/california"
"1584542101-1175","https://locations.dignityhealth.org/","Mark Twain Orthopedic Services","590 Stanislaus Ave","null","CA","95222","(209) 736-2030","Mark Twain Orthopedic Services","https://locations.dignityhealth.org/mark-twain-orthopedic-services-angels-camp-ca","Angels Camp","https://locations.dignityhealth.org/angels-camp-ca","California","https://locations.dignityhealth.org/california"
"1584542044-1040","https://locations.dignityhealth.org/","Sierra Nevada Memorial Hospital Cardiac Rehabilitation","155 Glasson Way","Grass Valley","CA","95945","(530) 274-6103","Sierra Nevada Memorial Hospital Cardiac Rehabilitation","https://locations.dignityhealth.org/sierra-nevada-memorial-hospital-cardiac-rehabilitation-grass-valley-ca","Grass Valley","https://locations.dignityhealth.org/grass-valley-ca","California","https://locations.dignityhealth.org/california"
"1584541983-833","https://locations.dignityhealth.org/","Emergency Room - Methodist Hospital of Sacramento","7500 Hospital Dr","null","CA","95823","(916) 423-3000","Emergency Room - Methodist Hospital of Sacramento","https://locations.dignityhealth.org/emergency-room-methodist-hospital-of-sacramento-sacramento-ca","Sacramento","https://locations.dignityhealth.org/sacramento-ca","California","https://locations.dignityhealth.org/california"
"1584542065-1090","https://locations.dignityhealth.org/","Mercy Medical Center Redding","2175 Rosaline Ave","null","CA","96001","(530) 225-6000","Mercy Medical Center Redding","https://locations.dignityhealth.org/mercy-medical-center-redding-redding-ca","Cottonwood","https://locations.dignityhealth.org/lassen-medical-clinic-cottonwood-ca","California","https://locations.dignityhealth.org/california"
"1584542049-1046","https://locations.dignityhealth.org/","Colorectal Care Center - Glendale Memorial Hospital and Health Center","222 W Eulalia St","Glendale","CA","91204","(818) 244-8161","Colorectal Care Center - Glendale Memorial Hospital and Health Center","https://locations.dignityhealth.org/colorectal-care-center-glendale-memorial-hospital-and-health-center-glendale-ca","Glendale","https://locations.dignityhealth.org/glendale-ca","California","https://locations.dignityhealth.org/california"
"1584541944-636","https://locations.dignityhealth.org/","Emergency Room - Dignity Health - St. Rose Dominican, Rose de Lima Campus  - Henderson, NV","102 E Lake Mead Pkwy","null","NV","89015","(702) 564-2622","Emergency Room - Dignity Health - St. Rose Dominican, Rose de Lima Campus  - Henderson, NV","https://locations.dignityhealth.org/emergency-room-dignity-health-st-rose-dominican-rose-de-lima-campus-henderson-nv-henderson-nv","Henderson","https://locations.dignityhealth.org/henderson-nv","Nevada","https://locations.dignityhealth.org/nevada"
"1584541979-807","https://locations.dignityhealth.org/","Dignity Health Medical Group - Inland Empire","2150 N. Waterman Ave","San Bernardino","CA","92404","(909) 886-4971","Dignity Health Medical Group - Inland Empire","https://locations.dignityhealth.org/dignity-health-medical-group-inland-empire-san-bernardino-ca-MED_34","San Bernardino","https://locations.dignityhealth.org/san-bernardino-ca","California","https://locations.dignityhealth.org/california"
"1584541970-732","https://locations.dignityhealth.org/","Dignity Health Medical Group - Dominican/ Pulmonology","1595 Soquel Drive","Santa Cruz","CA","95065","(831) 226-3225","Dignity Health Medical Group - Dominican/ Pulmonology","https://locations.dignityhealth.org/dignity-health-medical-group-dominican/-pulmonology-santa-cruz-ca","Santa Cruz","https://locations.dignityhealth.org/santa-cruz-ca","California","https://locations.dignityhealth.org/california"
"1584542038-1006","https://locations.dignityhealth.org/","Mary Hilton Maternal Child Medical Clinic","529 E. 10th Street B","null","CA","90813","(562) 491-9000","Mary Hilton Maternal Child Medical Clinic","https://locations.dignityhealth.org/mary-hilton-maternal-child-medical-clinic-long-beach-ca","Long Beach","https://locations.dignityhealth.org/long-beach-ca","California","https://locations.dignityhealth.org/california"
"1584541970-724","https://locations.dignityhealth.org/","Dignity Health Medical Group - Dominican - Infectious Diseases and Endocrinology","1595 Soquel Drive","Santa Cruz","CA","95065","(831) 475-8834","Dignity Health Medical Group - Dominican - Infectious Diseases and Endocrinology","https://locations.dignityhealth.org/dignity-health-medical-group-dominican-infectious-diseases-and-endocrinology-santa-cruz-ca","Santa Cruz","https://locations.dignityhealth.org/santa-cruz-ca","California","https://locations.dignityhealth.org/california"
"1584541967-688","https://locations.dignityhealth.org/","Center For Women's Health","210 S Palisade Dr","Santa Maria","CA","93454","(805) 922-0481","Center For Women's Health","https://locations.dignityhealth.org/center-for-women's-health-santa-maria-ca","Santa Maria","https://locations.dignityhealth.org/santa-maria-ca","California","https://locations.dignityhealth.org/california"
"1584541948-652","https://locations.dignityhealth.org/","Woodland Memorial Hospital Cardiac Rehabilitation","1325 Cottonwood Street","null","CA","95695","(530) 662-3961","Woodland Memorial Hospital Cardiac Rehabilitation","https://locations.dignityhealth.org/woodland-memorial-hospital-cardiac-rehabilitation-woodland-ca","Woodland","https://locations.dignityhealth.org/woodland-ca","California","https://locations.dignityhealth.org/california"
"1584541992-878","https://locations.dignityhealth.org/","Connected Living","100 Mercy Oaks Dr","Redding","CA","96003","(530) 223-6034","Connected Living","https://locations.dignityhealth.org/connected-living-redding-ca-Nstate_17","Redding","https://locations.dignityhealth.org/redding-ca","California","https://locations.dignityhealth.org/california"
"1584541967-698","https://locations.dignityhealth.org/","Family Medicine Center","1400 East Church Street","Santa Maria","CA","93454","(805) 739-3561","Family Medicine Center","https://locations.dignityhealth.org/family-medicine-center-santa-maria-ca","Santa Maria","https://locations.dignityhealth.org/santa-maria-ca","California","https://locations.dignityhealth.org/california"
"1584541967-704","https://locations.dignityhealth.org/","Marian Health & Wellness Center","1207 E Main St","null","CA","93454","(805) 739-3185","Marian Health & Wellness Center","https://locations.dignityhealth.org/marian-health-&-wellness-center-santa-maria-ca","Santa Maria","https://locations.dignityhealth.org/santa-maria-ca","California","https://locations.dignityhealth.org/california"
"1584542003-911","https://locations.dignityhealth.org/","Dignity Health Infusion Center - Oxnard","1700 N Rose Ave","Oxnard","CA","93030","(805) 988-7185","Dignity Health Infusion Center - Oxnard","https://locations.dignityhealth.org/dignity-health-infusion-center-oxnard-oxnard-ca","Oxnard","https://locations.dignityhealth.org/oxnard-ca","California","https://locations.dignityhealth.org/california"
"1584542003-917","https://locations.dignityhealth.org/","Rolling Oaks Radiology - St John’s","1700 North Rose Avenue","null","CA","93030","(805) 983-0883","Rolling Oaks Radiology - St John’s","https://locations.dignityhealth.org/rolling-oaks-radiology-st-john%E2%80%99s-oxnard-ca","Oxnard","https://locations.dignityhealth.org/oxnard-ca","California","https://locations.dignityhealth.org/california"
"1584542118-1191","https://locations.dignityhealth.org/","Dignity Health Medical Group Behavioral Health - St. Joseph's","500 W Thomas Rd","Phoenix","AZ","85013","(602) 406-9999","Dignity Health Medical Group Behavioral Health - St. Joseph's","https://locations.dignityhealth.org/dignity-health-medical-group-behavioral-health-st-joseph's-phoenix-az","Phoenix","https://locations.dignityhealth.org/phoenix-az","Arizona","https://locations.dignityhealth.org/arizona"
"1584541970-730","https://locations.dignityhealth.org/","Dignity Health Medical Group - Dominican Physical Medicine & Rehabilitation","1595 Soquel Drive","Santa Cruz","CA","95065","(831) 462-4444","Dignity Health Medical Group - Dominican Physical Medicine & Rehabilitation","https://locations.dignityhealth.org/dignity-health-medical-group-dominican-physical-medicine-&-rehabilitation-santa-cruz-ca","Santa Cruz","https://locations.dignityhealth.org/santa-cruz-ca","California","https://locations.dignityhealth.org/california"
"1584542044-1041","https://locations.dignityhealth.org/","SNMH Community Cancer Center","155 Glasson Way","Grass Valley","CA","95945","(530) 274-6600","SNMH Community Cancer Center","https://locations.dignityhealth.org/snmh-community-cancer-center-grass-valley-ca","Grass Valley","https://locations.dignityhealth.org/grass-valley-ca","California","https://locations.dignityhealth.org/california"
"1584541994-897","https://locations.dignityhealth.org/","Lassen Medical Clinic","2450 Sister Mary Columba Dr","null","CA","96080","(530) 527-0414","Lassen Medical Clinic","https://locations.dignityhealth.org/lassen-medical-clinic-red-bluff-ca","Red Bluff","https://locations.dignityhealth.org/red-bluff-ca","California","https://locations.dignityhealth.org/california"
"1584542072-1100","https://locations.dignityhealth.org/","Mercy Medical Group - Fair Oaks, Primary Care","8001 Madison Ave","null","CA","95610","(916) 536-2420","Mercy Medical Group - Fair Oaks, Primary Care","https://locations.dignityhealth.org/mercy-medical-group-fair-oaks-primary-care-citrus-heights-ca","Citrus Heights","https://locations.dignityhealth.org/citrus-heights-ca","California","https://locations.dignityhealth.org/california"
"1584542107-1178","https://locations.dignityhealth.org/","Dignity Health at Home","1351 N Alma School Rd","Chandler","AZ","85224","(480) 726-3357","Dignity Health at Home","https://locations.dignityhealth.org/dignity-health-at-home-chandler-az","Tempe","https://locations.dignityhealth.org/emergency-room-at-arizona-general-hospital-tempe-tempe-az","Arizona","https://locations.dignityhealth.org/arizona"
"1584542044-1035","https://locations.dignityhealth.org/","Dignity Health Medical Group - Sierra Nevada","280 Sierra College Drive","Grass Valley","CA","95945","(530) 477-4480","Dignity Health Medical Group - Sierra Nevada","https://locations.dignityhealth.org/dignity-health-medical-group-sierra-nevada-grass-valley-ca","Grass Valley","https://locations.dignityhealth.org/grass-valley-ca","California","https://locations.dignityhealth.org/california"
"1584541967-721","https://locations.dignityhealth.org/","Weight Loss Surgery Institute of the Central Coast","316 S Stratford Ave","Santa Maria","CA","93454","(805) 332-8446","Weight Loss Surgery Institute of the Central Coast","https://locations.dignityhealth.org/weight-loss-surgery-institute-of-the-central-coast-santa-maria-ca","Santa Maria","https://locations.dignityhealth.org/santa-maria-ca","California","https://locations.dignityhealth.org/california"
"1584541974-773","https://locations.dignityhealth.org/","Dignity Health-GoHealth Urgent Care North Beach","170 Columbus Ave","San Francisco","CA","94133","(415) 965-8050","Dignity Health-GoHealth Urgent Care North Beach","https://locations.dignityhealth.org/dignity-health-gohealth-urgent-care-north-beach-san-francisco-ca","San Francisco","https://locations.dignityhealth.org/san-francisco-ca","California","https://locations.dignityhealth.org/california"
"1584541972-753","https://locations.dignityhealth.org/","French Hospital Medical Center","1911 Johnson Ave","null","CA","93401","(805) 543-5353","French Hospital Medical Center","https://locations.dignityhealth.org/french-hospital-medical-center-san-luis-obispo-ca","San Luis Obispo","https://locations.dignityhealth.org/san-luis-obispo-ca","California","https://locations.dignityhealth.org/california"
"1584542036-992","https://locations.dignityhealth.org/","Surgery Department - California Hospital Medical Center - Los Angeles","1401 S Grand Ave","null","CA","90015","(213) 742-5400","Surgery Department - California Hospital Medical Center - Los Angeles","https://locations.dignityhealth.org/surgery-department-california-hospital-medical-center-los-angeles-los-angeles-ca","Los Angeles","https://locations.dignityhealth.org/los-angeles-ca","California","https://locations.dignityhealth.org/california"
"1584542049-1048","https://locations.dignityhealth.org/","Diagnostic Imaging Department - Glendale Memorial Hospital and Health Center - Glendale","1420 S Central Ave","null","CA","91204","(844) 689-0018","Diagnostic Imaging Department - Glendale Memorial Hospital and Health Center - Glendale","https://locations.dignityhealth.org/diagnostic-imaging-department-glendale-memorial-hospital-and-health-center-glendale-glendale-ca","Glendale","https://locations.dignityhealth.org/glendale-ca","California","https://locations.dignityhealth.org/california"
"1584542080-1125","https://locations.dignityhealth.org/","Dignity Health Medical Group - Ventura","64 E. Daily Drive","null","CA","93010","(805) 384-8071","Dignity Health Medical Group - Ventura","https://locations.dignityhealth.org/dignity-health-medical-group-ventura-camarillo-ca-MED_61","Camarillo","https://locations.dignityhealth.org/camarillo-ca","California","https://locations.dignityhealth.org/california"
"1584541992-886","https://locations.dignityhealth.org/","Mercy Family Health Center","2480 Sonoma Street","null","CA","96001","(530) 225-7800","Mercy Family Health Center","https://locations.dignityhealth.org/mercy-family-health-center-redding-ca","Redding","https://locations.dignityhealth.org/redding-ca","California","https://locations.dignityhealth.org/california"
"1584542038-1002","https://locations.dignityhealth.org/","Families in Good Health","1045 Atlantic Avenue","Long Beach","CA","90813","(562) 491-9100","Families in Good Health","https://locations.dignityhealth.org/families-in-good-health-long-beach-ca","Long Beach","https://locations.dignityhealth.org/long-beach-ca","California","https://locations.dignityhealth.org/california"
"1584542143-1240","https://locations.dignityhealth.org/","Chandler Regional Medical Center","1955 W Frye Rd","null","AZ","85224","(480) 728-3000","Chandler Regional Medical Center","https://locations.dignityhealth.org/chandler-regional-medical-center-chandler-az","Chandler","https://locations.dignityhealth.org/chandler-az","Arizona","https://locations.dignityhealth.org/arizona"
"1584541942-621","https://locations.dignityhealth.org/","Emergency Room - Dignity Health - St. Rose Dominican, Sahara Campus - Las Vegas, NV","4980 W Sahara Ave","null","NV","89102","(702) 216-7365","Emergency Room - Dignity Health - St. Rose Dominican, Sahara Campus - Las Vegas, NV","https://locations.dignityhealth.org/emergency-room-dignity-health-st-rose-dominican-sahara-campus-las-vegas-nv-las-vegas-nv","Las Vegas","https://locations.dignityhealth.org/las-vegas-nv","Nevada","https://locations.dignityhealth.org/nevada"
"1584541948-651","https://locations.dignityhealth.org/","Woodland Memorial Hospital","1325 Cottonwood St","null","CA","95695","(530) 662-3961","Woodland Memorial Hospital","https://locations.dignityhealth.org/woodland-memorial-hospital-woodland-ca","Woodland","https://locations.dignityhealth.org/woodland-ca","California","https://locations.dignityhealth.org/california"
"1584542126-1223","https://locations.dignityhealth.org/","St. Joseph's Westgate Medical Center","7300 N 99th Ave","null","AZ","85307","(602) 406-0000","St. Joseph's Westgate Medical Center","https://locations.dignityhealth.org/st-joseph's-westgate-medical-center-glendale-az","Goodyear","https://locations.dignityhealth.org/emergency-room-at-arizona-general-hospital-goodyear-goodyear-az","Arizona","https://locations.dignityhealth.org/arizona"
"1584542065-1089","https://locations.dignityhealth.org/","Dignity Health Medical Group – North State","2656 Edith Ave","Redding","CA","96001","(530) 244-2882","Dignity Health Medical Group – North State","https://locations.dignityhealth.org/dignity-health-medical-group-%E2%80%93-north-state-redding-ca","Cottonwood","https://locations.dignityhealth.org/lassen-medical-clinic-cottonwood-ca","California","https://locations.dignityhealth.org/california"
"1584541944-635","https://locations.dignityhealth.org/","Dream Fund Pediatric Endocrinology Clinic - Henderson, NV","10001 S Eastern Ave","Henderson","NV","89052","(702) 616-5865","Dream Fund Pediatric Endocrinology Clinic - Henderson, NV","https://locations.dignityhealth.org/dream-fund-pediatric-endocrinology-clinic-henderson-nv-henderson-nv","Henderson","https://locations.dignityhealth.org/henderson-nv","Nevada","https://locations.dignityhealth.org/nevada"
"1584542095-1163","https://locations.dignityhealth.org/","Dignity Health Imaging - Matthew Will Memorial Medical Center","850 Fair Oaks Ave","Arroyo Grande","CA","93420","(805) 473-7677","Dignity Health Imaging - Matthew Will Memorial Medical Center","https://locations.dignityhealth.org/dignity-health-imaging-matthew-will-memorial-medical-center-arroyo-grande-ca","Arroyo Grande","https://locations.dignityhealth.org/arroyo-grande-ca","California","https://locations.dignityhealth.org/california"
"1584542109-1182","https://locations.dignityhealth.org/","St. Joseph's Westgate Medical Center","7300 N 99th Ave","null","AZ","85307","(602) 406-0000","St. Joseph's Westgate Medical Center","https://locations.dignityhealth.org/st-joseph's-westgate-medical-center-glendale-az","Surprise","https://locations.dignityhealth.org/emergency-room-at-arizona-general-hospital-surprise-surprise-az","Arizona","https://locations.dignityhealth.org/arizona"
"1584542018-927","https://locations.dignityhealth.org/","Center for Healthier Communities - Northridge Hospital Medical Center - Northridge","18300 Roscoe Blvd","null","CA","91325","(818) 718-5903","Center for Healthier Communities - Northridge Hospital Medical Center - Northridge","https://locations.dignityhealth.org/center-for-healthier-communities-northridge-hospital-medical-center-northridge-northridge-ca","Northridge","https://locations.dignityhealth.org/northridge-ca","California","https://locations.dignityhealth.org/california"
"1584541965-684","https://locations.dignityhealth.org/","St. Joseph's Imaging Center","1617 N California St 1A","Stockton","CA","95204","(209) 467-6363","St. Joseph's Imaging Center","https://locations.dignityhealth.org/st-joseph's-imaging-center-stockton-ca","Stockton","https://locations.dignityhealth.org/stockton-ca","California","https://locations.dignityhealth.org/california"
"1584541965-686","https://locations.dignityhealth.org/","St. Joseph's Surgery Center","1800 N California St","Stockton","CA","95204","(209) 467-6316","St. Joseph's Surgery Center","https://locations.dignityhealth.org/st-joseph's-surgery-center-stockton-ca","Stockton","https://locations.dignityhealth.org/stockton-ca","California","https://locations.dignityhealth.org/california"
"1584541972-747","https://locations.dignityhealth.org/","Dignity Health Infusion Center of San Luis Obispo","715 Tank Farm Rd","San Luis Obispo","CA","93401","(805) 786-6140","Dignity Health Infusion Center of San Luis Obispo","https://locations.dignityhealth.org/dignity-health-infusion-center-of-san-luis-obispo-san-luis-obispo-ca","San Luis Obispo","https://locations.dignityhealth.org/san-luis-obispo-ca","California","https://locations.dignityhealth.org/california"
"1584542080-1123","https://locations.dignityhealth.org/","Dignity Health Medical Group","2486 N Ponderosa Drive","Camarillo","CA","93010","(805) 384-8071","Dignity Health Medical Group","https://locations.dignityhealth.org/dignity-health-medical-group-camarillo-ca","Camarillo","https://locations.dignityhealth.org/camarillo-ca","California","https://locations.dignityhealth.org/california"
"1584542057-1079","https://locations.dignityhealth.org/","Dignity Health Plaza Ambulatory Surgery Center","8220 Wymark Drive","Elk Grove","CA","95757","(916) 667-0800","Dignity Health Plaza Ambulatory Surgery Center","https://locations.dignityhealth.org/dignity-health-plaza-ambulatory-surgery-center-elk-grove-ca","Elk Grove","https://locations.dignityhealth.org/elk-grove-ca","California","https://locations.dignityhealth.org/california"
"1584542042-1029","https://locations.dignityhealth.org/","Dignity Health Medical Group - Inland Empire","4240 East Highland Avenue","Highland","CA","92346","(909) 864-4700","Dignity Health Medical Group - Inland Empire","https://locations.dignityhealth.org/dignity-health-medical-group-inland-empire-highland-ca-MED_31","Highland","https://locations.dignityhealth.org/highland-ca","California","https://locations.dignityhealth.org/california"
"1584542063-1087","https://locations.dignityhealth.org/","Dignity Health-GoHealth Urgent Care Daly City","325 Gellert Blvd","null","CA","94015","(650) 270-2394","Dignity Health-GoHealth Urgent Care Daly City","https://locations.dignityhealth.org/dignity-health-gohealth-urgent-care-daly-city-daly-city-ca","Daly City","https://locations.dignityhealth.org/daly-city-ca","California","https://locations.dignityhealth.org/california"
"1584542018-939","https://locations.dignityhealth.org/","Northridge Hospital Pediatric Medical Center","18300 Roscoe Blvd","null","CA","91325","(818) 885-8500","Northridge Hospital Pediatric Medical Center","https://locations.dignityhealth.org/northridge-hospital-pediatric-medical-center-northridge-ca","Northridge","https://locations.dignityhealth.org/northridge-ca","California","https://locations.dignityhealth.org/california"
"1584541967-718","https://locations.dignityhealth.org/","Santa Maria Specialty Health Center","300 S Stratford Ave","null","CA","93454","(805) 739-3863","Santa Maria Specialty Health Center","https://locations.dignityhealth.org/santa-maria-specialty-health-center-santa-maria-ca","Santa Maria","https://locations.dignityhealth.org/santa-maria-ca","California","https://locations.dignityhealth.org/california"
"1584541990-865","https://locations.dignityhealth.org/","Dignity Health Medical Group - Sequoia Orthopedic Surgery and Sports Medicine","2900 Whipple Avenue","Redwood City","CA","94062","(650) 364-3488","Dignity Health Medical Group - Sequoia Orthopedic Surgery and Sports Medicine","https://locations.dignityhealth.org/dignity-health-medical-group-sequoia-orthopedic-surgery-and-sports-medicine-redwood-city-ca","Redwood City","https://locations.dignityhealth.org/redwood-city-ca","California","https://locations.dignityhealth.org/california"
"1584541994-900","https://locations.dignityhealth.org/","St. Elizabeth Outpatient Surgery Center","2340 Liberty Parkway","null","CA","96080","(530) 529-7760","St. Elizabeth Outpatient Surgery Center","https://locations.dignityhealth.org/st-elizabeth-outpatient-surgery-center-red-bluff-ca","Red Bluff","https://locations.dignityhealth.org/red-bluff-ca","California","https://locations.dignityhealth.org/california"
