web-scraper-order,web-scraper-start-url,name,pagination-item,pagination-item-href,address-street,address-locality,address-state,phone-direct,website,website-href,pagination-state,pagination-state-href,pagination-county,pagination-county-href
"1584289326-598","https://www.countyoffice.org/health-departments/","Texas Health Department","Texas Health Department","https://www.countyoffice.org/texas-health-department-gilmer-tx-07b/","419 West Tyler Street","Gilmer","Texas","903-843-3030","null","","Texas","https://www.countyoffice.org/tx-health-departments/","Upshur County","https://www.countyoffice.org/tx-upshur-county-health-departments/"
"1584290664-929","https://www.countyoffice.org/health-departments/","Barnwell County Health Department","Barnwell County Health Department","https://www.countyoffice.org/barnwell-county-health-department-barnwell-sc-4cf/","11015 Ellenton Street","Barnwell","South Carolina","803-551-1061","scdhec.gov","http://www.scdhec.gov/health/region5/barnwell.htm","South Carolina","https://www.countyoffice.org/sc-health-departments/","Barnwell County","https://www.countyoffice.org/sc-barnwell-county-health-departments/"
"1584292545-1378","https://www.countyoffice.org/health-departments/","New York State Health Department","New York State Health Department","https://www.countyoffice.org/new-york-state-health-department-rochester-ny-dca/","335 East Main Street","Rochester","New York","585-423-8042","null","","New York","https://www.countyoffice.org/ny-health-departments/","Monroe County","https://www.countyoffice.org/ny-monroe-county-health-departments/"
"1584295914-2689","https://www.countyoffice.org/health-departments/","Baltimore County Health Department","Baltimore County Health Department","https://www.countyoffice.org/baltimore-county-health-department-essex-md-3ab/","1538 Country Ridge Lane","Essex","Maryland","410-887-0246","null","","Maryland","https://www.countyoffice.org/md-health-departments/","Baltimore County","https://www.countyoffice.org/md-baltimore-county-health-departments/"
"1584288937-462","https://www.countyoffice.org/health-departments/","Highgate Health Officer","Highgate Health Officer","https://www.countyoffice.org/highgate-health-officer-highgate-vt-a7b/","2996 Vermont 78","Highgate","Vermont","802-868-4697","null","","Vermont","https://www.countyoffice.org/vt-health-departments/","Franklin County","https://www.countyoffice.org/vt-franklin-county-health-departments/"
"1584292279-1307","https://www.countyoffice.org/health-departments/","Chowan County Health Department","Chowan County Health Department","https://www.countyoffice.org/chowan-county-health-department-edenton-nc-88f/","100 West Freemason Street","Edenton","North Carolina","252-482-6003","null","","North Carolina","https://www.countyoffice.org/nc-health-departments/","Chowan County","https://www.countyoffice.org/nc-chowan-county-health-departments/"
"1584294381-1912","https://www.countyoffice.org/health-departments/","Grenada County Health Department","Grenada County Health Department","https://www.countyoffice.org/grenada-county-health-department-grenada-ms-0c6/","1241 South Mound Street","Grenada","Mississippi","662-226-3711","null","","Mississippi","https://www.countyoffice.org/ms-health-departments/","Grenada County","https://www.countyoffice.org/ms-grenada-county-health-departments/"
"1584292887-1486","https://www.countyoffice.org/health-departments/","Curry County Public Health Office","Curry County Public Health Office","https://www.countyoffice.org/curry-county-public-health-office-clovis-nm-766/","1216 Cameo Street","Clovis","New Mexico","575-763-5583","null","","New Mexico","https://www.countyoffice.org/nm-health-departments/","Curry County","https://www.countyoffice.org/nm-curry-county-health-departments/"
"1584287396-19","https://www.countyoffice.org/health-departments/","Buffalo Health Department","Buffalo Health Department","https://www.countyoffice.org/buffalo-health-department-buffalo-wy-594/","85 Klondike Drive","Buffalo","Wyoming","307-684-2564","null","","Wyoming","https://www.countyoffice.org/wy-health-departments/","Johnson County","https://www.countyoffice.org/wy-johnson-county-health-departments/"
"1584287338-2","https://www.countyoffice.org/health-departments/","Uinta County Public Health","Uinta County Public Health","https://www.countyoffice.org/uinta-county-public-health-evanston-wy-8e9/","350 City View Drive","Evanston","Wyoming","307-789-9203","uintacounty.com","http://www.uintacounty.com/index.asp?nid=42","Wyoming","https://www.countyoffice.org/wy-health-departments/","Uinta County","https://www.countyoffice.org/wy-uinta-county-health-departments/"
"1584295486-2247","https://www.countyoffice.org/health-departments/","Town Of Sunderland Board Of Health","Town Of Sunderland Board Of Health","https://www.countyoffice.org/town-of-sunderland-board-of-health-sunderland-ma-12d/","12 School Street","Sunderland","Massachusetts","413-665-1442","townofsunderland.us","http://www.townofsunderland.us/board%20of%20health.html","Massachusetts","https://www.countyoffice.org/ma-health-departments/","Franklin County","https://www.countyoffice.org/ma-franklin-county-health-departments/"
"1584289055-515","https://www.countyoffice.org/health-departments/","Bennington Health Officer","Bennington Health Officer","https://www.countyoffice.org/bennington-health-officer-bennington-vt-5cb/","205 South Street","Bennington","Vermont","802-442-1037","null","","Vermont","https://www.countyoffice.org/vt-health-departments/","Bennington County","https://www.countyoffice.org/vt-bennington-county-health-departments/"
"1584294832-1995","https://www.countyoffice.org/health-departments/","Macomb County Health Department","Macomb County Health Department","https://www.countyoffice.org/macomb-county-health-department-st-clair-shores-mi-df9/","25401 Harper Avenue","St. Clair Shores","Michigan","586-466-6800","null","","Michigan","https://www.countyoffice.org/mi-health-departments/","Macomb County","https://www.countyoffice.org/mi-macomb-county-health-departments/"
"1584289059-517","https://www.countyoffice.org/health-departments/","Arlington Health Officer","Arlington Health Officer","https://www.countyoffice.org/arlington-health-officer-arlington-vt-52f/","3828 Vermont 7A","Arlington","Vermont","802-375-1008","null","","Vermont","https://www.countyoffice.org/vt-health-departments/","Bennington County","https://www.countyoffice.org/vt-bennington-county-health-departments/"
"1584292960-1513","https://www.countyoffice.org/health-departments/","Borough Of Roselle Health Department","Borough Of Roselle Health Department","https://www.countyoffice.org/borough-of-roselle-health-department-roselle-nj-fcb/","210 Chestnut Street","Roselle","New Jersey","908-259-3031","boroughofroselle.com","http://www.boroughofroselle.com/health.html","New Jersey","https://www.countyoffice.org/nj-health-departments/","Union County","https://www.countyoffice.org/nj-union-county-health-departments/"
"1584290543-893","https://www.countyoffice.org/health-departments/","Kershaw County Health Department","Kershaw County Health Department","https://www.countyoffice.org/kershaw-county-health-department-camden-sc-6a1/","1116 Church Street","Camden","South Carolina","803-425-6012","null","","South Carolina","https://www.countyoffice.org/sc-health-departments/","Kershaw County","https://www.countyoffice.org/sc-kershaw-county-health-departments/"
"1584289756-713","https://www.countyoffice.org/health-departments/","Chambers County Health Department","Chambers County Health Department","https://www.countyoffice.org/chambers-county-health-department-anahuac-tx-467/","1107 Wilcox Street","Anahuac","Texas","409-267-8356","null","","Texas","https://www.countyoffice.org/tx-health-departments/","Chambers County","https://www.countyoffice.org/tx-chambers-county-health-departments/"
"1584294025-1830","https://www.countyoffice.org/health-departments/","Cole County Health Department","Cole County Health Department","https://www.countyoffice.org/cole-county-health-department-jefferson-mo-1c0/","1616 Industrial Drive","Jefferson","Missouri","573-636-2181","colehealth.org","http://www.colehealth.org/","Missouri","https://www.countyoffice.org/mo-health-departments/","Cole County","https://www.countyoffice.org/mo-cole-county-health-departments/"
"1584293275-1646","https://www.countyoffice.org/health-departments/","Englewood Health Department","Englewood Health Department","https://www.countyoffice.org/englewood-health-department-englewood-nj-3a2/","73 South Van Brunt Street","Englewood","New Jersey","201-871-6501","cityofenglewood.org","http://www.cityofenglewood.org/","New Jersey","https://www.countyoffice.org/nj-health-departments/","Bergen County","https://www.countyoffice.org/nj-bergen-county-health-departments/"
"1584293196-1613","https://www.countyoffice.org/health-departments/","Livingston Health Department","Livingston Health Department","https://www.countyoffice.org/livingston-health-department-livingston-nj-ec8/","357 South Livingston Avenue","Livingston","New Jersey","973-535-7963","null","","New Jersey","https://www.countyoffice.org/nj-health-departments/","Essex County","https://www.countyoffice.org/nj-essex-county-health-departments/"
"1584296372-2795","https://www.countyoffice.org/health-departments/","Marshall County Health Department","Marshall County Health Department","https://www.countyoffice.org/marshall-county-health-department-benton-ky-5d3/","307 East 12th Street","Benton","Kentucky","270-527-5824","marshallcounty.ky.gov","http://www.marshallcounty.ky.gov/departments/healthdept/healthdept.html","Kentucky","https://www.countyoffice.org/ky-health-departments/","Marshall County","https://www.countyoffice.org/ky-marshall-county-health-departments/"
"1584295356-2190","https://www.countyoffice.org/health-departments/","Billerica Board Of Health","Billerica Board Of Health","https://www.countyoffice.org/billerica-board-of-health-billerica-ma-5e2/","365 Boston Road","Billerica","Massachusetts","978-671-0931","town.billerica.ma.us","http://www.town.billerica.ma.us/index.php?option=com_content&view=article&id=9&itemid=87","Massachusetts","https://www.countyoffice.org/ma-health-departments/","Middlesex County","https://www.countyoffice.org/ma-middlesex-county-health-departments/"
"1584298195-3776","https://www.countyoffice.org/health-departments/","Hawaii State Health Department","Hawaii State Health Department","https://www.countyoffice.org/hawaii-state-health-department-urban-honolulu-hi-158/","1250 Punchbowl Street","Urban Honolulu","Hawaii","808-586-4400","null","","Hawaii","https://www.countyoffice.org/hi-health-departments/","Honolulu County","https://www.countyoffice.org/hi-honolulu-county-health-departments/"
"1584288995-488","https://www.countyoffice.org/health-departments/","Vermont Health Department","Vermont Health Department","https://www.countyoffice.org/vermont-health-department-burlington-vt-59b/","108 Cherry St","Burlington","Vermont","802-863-7200","null","","Vermont","https://www.countyoffice.org/vt-health-departments/","Chittenden County","https://www.countyoffice.org/vt-chittenden-county-health-departments/"
"1584287982-167","https://www.countyoffice.org/health-departments/","Berkeley County Health Department","Berkeley County Health Department","https://www.countyoffice.org/berkeley-county-health-department-martinsburg-wv-f51/","800 Emmett Rousch Drive","Martinsburg","West Virginia","304-263-5131","bchealthdept.org","http://www.bchealthdept.org/","West Virginia","https://www.countyoffice.org/wv-health-departments/","Berkeley County","https://www.countyoffice.org/wv-berkeley-county-health-departments/"
"1584291382-1100","https://www.countyoffice.org/health-departments/","Canadian County Health Department","Canadian County Health Department","https://www.countyoffice.org/canadian-county-health-department-el-reno-ok-89f/","100 South Rock Island Avenue","El Reno","Oklahoma","405-262-0042","canadian.health.ok.gov","http://canadian.health.ok.gov/","Oklahoma","https://www.countyoffice.org/ok-health-departments/","Canadian County","https://www.countyoffice.org/ok-canadian-county-health-departments/"
"1584296038-2717","https://www.countyoffice.org/health-departments/","Northeast Regional Office","Northeast Regional Office","https://www.countyoffice.org/northeast-regional-office-monroe-la-d4e/","1650 Desiard Street","Monroe","Louisiana","318-361-7201","null","","Louisiana","https://www.countyoffice.org/la-health-departments/","Ouachita Parish","https://www.countyoffice.org/la-ouachita-parish-health-departments/"
"1584291731-1193","https://www.countyoffice.org/health-departments/","Fairfield County Department Of Health","Fairfield County Department Of Health","https://www.countyoffice.org/fairfield-county-department-of-health-lancaster-oh-ba4/","1587 Granville Pike","Lancaster","Ohio","740-653-4489","myfdh.org","http://www.myfdh.org/","Ohio","https://www.countyoffice.org/oh-health-departments/","Fairfield County","https://www.countyoffice.org/oh-fairfield-county-health-departments/"
"1584292946-1506","https://www.countyoffice.org/health-departments/","Linden Board Of Health","Linden Board Of Health","https://www.countyoffice.org/linden-board-of-health-linden-nj-c10/","301 North Wood Avenue","Linden","New Jersey","908-474-8409","linden-nj.org","http://www.linden-nj.org/board_health/board_of_health.htm","New Jersey","https://www.countyoffice.org/nj-health-departments/","Union County","https://www.countyoffice.org/nj-union-county-health-departments/"
"1584287767-110","https://www.countyoffice.org/health-departments/","Wayne County Health Department","Wayne County Health Department","https://www.countyoffice.org/wayne-county-health-department-wayne-wv-265/","217 Kenova Avenue","Wayne","West Virginia","304-272-6761","waynehealthdept.org","http://www.waynehealthdept.org/","West Virginia","https://www.countyoffice.org/wv-health-departments/","Wayne County","https://www.countyoffice.org/wv-wayne-county-health-departments/"
"1584297758-3289","https://www.countyoffice.org/health-departments/","Lake County Health Department","Lake County Health Department","https://www.countyoffice.org/lake-county-health-department-lake-villa-il-e50/","121 Grand Avenue","Lake Villa","Illinois","847-377-7780","null","","Illinois","https://www.countyoffice.org/il-health-departments/","Lake County","https://www.countyoffice.org/il-lake-county-health-departments/"
"1584299702-4233","https://www.countyoffice.org/health-departments/","Colorado Health Department","Colorado Health Department","https://www.countyoffice.org/colorado-health-department-yuma-co-a5c/","529 North Albany Street","Yuma","Colorado","970-848-3811","null","","Colorado","https://www.countyoffice.org/co-health-departments/","Yuma County","https://www.countyoffice.org/co-yuma-county-health-departments/"
"1584292780-1450","https://www.countyoffice.org/health-departments/","New Mexico State Health Department","New Mexico State Health Department","https://www.countyoffice.org/new-mexico-state-health-department-espanola-nm-3ac/","30 County Road 8","Española","New Mexico","505-753-7991","null","","New Mexico","https://www.countyoffice.org/nm-health-departments/","Rio Arriba County","https://www.countyoffice.org/nm-rio-arriba-county-health-departments/"
"1584296581-2848","https://www.countyoffice.org/health-departments/","Owensboro Health Department","Owensboro Health Department","https://www.countyoffice.org/owensboro-health-department-owensboro-ky-cc7/","601 Foust Avenue","Owensboro","Kentucky","270-683-2193","null","","Kentucky","https://www.countyoffice.org/ky-health-departments/","Daviess County","https://www.countyoffice.org/ky-daviess-county-health-departments/"
"1584295533-2267","https://www.countyoffice.org/health-departments/","Wenham Board Of Health","Wenham Board Of Health","https://www.countyoffice.org/wenham-board-of-health-wenham-ma-26d/","138 Main Street","Wenham","Massachusetts","978-468-5520","wenhamma.gov","http://wenhamma.gov/dpts_bds_comms/health.htm","Massachusetts","https://www.countyoffice.org/ma-health-departments/","Essex County","https://www.countyoffice.org/ma-essex-county-health-departments/"
"1584291575-1151","https://www.countyoffice.org/health-departments/","Miami County Health Department","Miami County Health Department","https://www.countyoffice.org/miami-county-health-department-troy-oh-b71/","2040 North Co Road 25A","Troy","Ohio","937-440-3471","null","","Ohio","https://www.countyoffice.org/oh-health-departments/","Miami County","https://www.countyoffice.org/oh-miami-county-health-departments/"
"1584289883-749","https://www.countyoffice.org/health-departments/","Fairview Health Department","Fairview Health Department","https://www.countyoffice.org/fairview-health-department-fairview-tn-3cc/","2629 Fairview Boulevard","Fairview","Tennessee","615-799-2389","null","","Tennessee","https://www.countyoffice.org/tn-health-departments/","Williamson County","https://www.countyoffice.org/tn-williamson-county-health-departments/"
"1584299429-4124","https://www.countyoffice.org/health-departments/","Brevard County Health Department","Brevard County Health Department","https://www.countyoffice.org/brevard-county-health-department-titusville-fl-b53/","611 North Singleton Avenue","Titusville","Florida","321-383-2795","null","","Florida","https://www.countyoffice.org/fl-health-departments/","Brevard County","https://www.countyoffice.org/fl-brevard-county-health-departments/"
"1584301198-5693","https://www.countyoffice.org/health-departments/","Barbour County Health Department","Barbour County Health Department","https://www.countyoffice.org/barbour-county-health-department-clayton-al-25a/","39 Browder Street","Clayton","Alabama","334-775-8324","null","","Alabama","https://www.countyoffice.org/al-health-departments/","Barbour County","https://www.countyoffice.org/al-barbour-county-health-departments/"
"1584300993-5645","https://www.countyoffice.org/health-departments/","Mobile County Health Department","Mobile County Health Department","https://www.countyoffice.org/mobile-county-health-department-mobile-al-d46/","251 North Bayou Street","Mobile","Alabama","251-690-8158","mobilecountyhealth.org","http://www.mobilecountyhealth.org/","Alabama","https://www.countyoffice.org/al-health-departments/","Mobile County","https://www.countyoffice.org/al-mobile-county-health-departments/"
"1584287404-20","https://www.countyoffice.org/health-departments/","Wyoming State Health Department","Wyoming State Health Department","https://www.countyoffice.org/wyoming-state-health-department-lander-wy-e65/","8204 Wyoming 789","Lander","Wyoming","307-335-6700","null","","Wyoming","https://www.countyoffice.org/wy-health-departments/","Fremont County","https://www.countyoffice.org/wy-fremont-county-health-departments/"
"1584301096-5671","https://www.countyoffice.org/health-departments/","Fayette County Health Department","Fayette County Health Department","https://www.countyoffice.org/fayette-county-health-department-fayette-al-907/","211 1st Street Northwest","Fayette","Alabama","205-932-5260","null","","Alabama","https://www.countyoffice.org/al-health-departments/","Fayette County","https://www.countyoffice.org/al-fayette-county-health-departments/"
"1584293810-1779","https://www.countyoffice.org/health-departments/","Pettis County Health Center","Pettis County Health Center","https://www.countyoffice.org/pettis-county-health-center-sedalia-mo-069/","911 East 16th Street","Sedalia","Missouri","660-827-1130","pettis.lphamo.org","http://pettis.lphamo.org/pchc_home.html","Missouri","https://www.countyoffice.org/mo-health-departments/","Pettis County","https://www.countyoffice.org/mo-pettis-county-health-departments/"
"1584299277-4068","https://www.countyoffice.org/health-departments/","Gadsden County Health Department","Gadsden County Health Department","https://www.countyoffice.org/gadsden-county-health-department-chattahoochee-fl-22e/","680 Maple Street","Chattahoochee","Florida","850-663-2569","null","","Florida","https://www.countyoffice.org/fl-health-departments/","Gadsden County","https://www.countyoffice.org/fl-gadsden-county-health-departments/"
"1584299689-4229","https://www.countyoffice.org/health-departments/","Bridgeport Health Department","Bridgeport Health Department","https://www.countyoffice.org/bridgeport-health-department-bridgeport-ct-63c/","752 East Main Street","Bridgeport","Connecticut","203-576-7680","ci.bridgeport.ct.us","http://ci.bridgeport.ct.us/newdepartments/health/default.aspx","Connecticut","https://www.countyoffice.org/ct-health-departments/","Fairfield County","https://www.countyoffice.org/ct-fairfield-county-health-departments/"
"1584288264-238","https://www.countyoffice.org/health-departments/","Roanoke County Health Department","Roanoke County Health Department","https://www.countyoffice.org/roanoke-county-health-department-vinton-va-bc5/","227 South Pollard Street","Vinton","Virginia","540-857-7800","null","","Virginia","https://www.countyoffice.org/va-health-departments/","Roanoke County","https://www.countyoffice.org/va-roanoke-county-health-departments/"
"1584294207-1865","https://www.countyoffice.org/health-departments/","Pike County Health Department","Pike County Health Department","https://www.countyoffice.org/pike-county-health-department-magnolia-ms-f1b/","Highway 51 N","Magnolia","Mississippi","601-783-5321","null","","Mississippi","https://www.countyoffice.org/ms-health-departments/","Pike County","https://www.countyoffice.org/ms-pike-county-health-departments/"
"1584287458-37","https://www.countyoffice.org/health-departments/","City Of Menasha Health Department","City Of Menasha Health Department","https://www.countyoffice.org/city-of-menasha-health-department-menasha-wi-f84/","316 Racine Street","Menasha","Wisconsin","920-967-3520","cityofmenasha-wi.gov","http://www.cityofmenasha-wi.gov/content/departments/health_department/index.php","Wisconsin","https://www.countyoffice.org/wi-health-departments/","Winnebago County","https://www.countyoffice.org/wi-winnebago-county-health-departments/"
"1584291702-1186","https://www.countyoffice.org/health-departments/","Cambridge - Guernsey County Health Department","Cambridge - Guernsey County Health Department","https://www.countyoffice.org/cambridge-guernsey-county-health-department-cambridge-oh-69c/","326 Highland Avenue","Cambridge","Ohio","740-439-3577","guernseycounty.org","http://www.guernseycounty.org/agencies/healthdept.asp","Ohio","https://www.countyoffice.org/oh-health-departments/","Guernsey County","https://www.countyoffice.org/oh-guernsey-county-health-departments/"
"1584288783-393","https://www.countyoffice.org/health-departments/","Pittsfield Health Officer","Pittsfield Health Officer","https://www.countyoffice.org/pittsfield-health-officer-pittsfield-vt-efe/","56 Village Green","Pittsfield","Vermont","802-746-8170","null","","Vermont","https://www.countyoffice.org/vt-health-departments/","Rutland County","https://www.countyoffice.org/vt-rutland-county-health-departments/"
"1584298359-3817","https://www.countyoffice.org/health-departments/","Stewart County Health Department","Stewart County Health Department","https://www.countyoffice.org/stewart-county-health-department-lumpkin-ga-c5e/","U.s. 27","Lumpkin","Georgia","229-838-4859","null","","Georgia","https://www.countyoffice.org/ga-health-departments/","Stewart County","https://www.countyoffice.org/ga-stewart-county-health-departments/"
"1584296984-2908","https://www.countyoffice.org/health-departments/","Barber County Community Health Department","Barber County Community Health Department","https://www.countyoffice.org/barber-county-community-health-department-medicine-lodge-ks-f76/","117 East Kansas Avenue","Medicine Lodge","Kansas","620-886-3294","cyberlodg.com","http://www.cyberlodg.com/publichealth/","Kansas","https://www.countyoffice.org/ks-health-departments/","Barber County","https://www.countyoffice.org/ks-barber-county-health-departments/"
"1584300788-5594","https://www.countyoffice.org/health-departments/","Flagstaff Health Department","Flagstaff Health Department","https://www.countyoffice.org/flagstaff-health-department-flagstaff-az-3e8/","1800 South Milton Road","Flagstaff","Arizona","928-214-8231","null","","Arizona","https://www.countyoffice.org/az-health-departments/","Coconino County","https://www.countyoffice.org/az-coconino-county-health-departments/"
"1584296349-2788","https://www.countyoffice.org/health-departments/","Mc Creary County Health Department","Mc Creary County Health Department","https://www.countyoffice.org/mc-creary-county-health-department-whitley-city-ky-c46/","119 Medical Ln","Whitley City","Kentucky","606-376-2412","null","","Kentucky","https://www.countyoffice.org/ky-health-departments/","McCreary County","https://www.countyoffice.org/ky-mccreary-county-health-departments/"
"1584297982-3722","https://www.countyoffice.org/health-departments/","Boone County Department Of Public Health","Boone County Department Of Public Health","https://www.countyoffice.org/boone-county-department-of-public-health-belvidere-il-5c4/","1204 Logan Avenue","Belvidere","Illinois","815-544-2951","boonehealth.org","http://www.boonehealth.org/","Illinois","https://www.countyoffice.org/il-health-departments/","Boone County","https://www.countyoffice.org/il-boone-county-health-departments/"
"1584294419-1918","https://www.countyoffice.org/health-departments/","Choctaw County Health Department","Choctaw County Health Department","https://www.countyoffice.org/choctaw-county-health-department-ackerman-ms-429/","123 Chester Street","Ackerman","Mississippi","662-285-6213","null","","Mississippi","https://www.countyoffice.org/ms-health-departments/","Choctaw County","https://www.countyoffice.org/ms-choctaw-county-health-departments/"
"1584292099-1260","https://www.countyoffice.org/health-departments/","Toe River Health Department","Toe River Health Department","https://www.countyoffice.org/toe-river-health-department-spruce-pine-nc-adc/","861 Greenwood Road","Spruce Pine","North Carolina","828-765-2239","null","","North Carolina","https://www.countyoffice.org/nc-health-departments/","Mitchell County","https://www.countyoffice.org/nc-mitchell-county-health-departments/"
"1584299344-4092","https://www.countyoffice.org/health-departments/","Desoto County Health Department","Desoto County Health Department","https://www.countyoffice.org/desoto-county-health-department-arcadia-fl-52c/","34 South Baldwin Avenue","Arcadia","Florida","863-993-4601","doh.state.fl.us","http://www.doh.state.fl.us/chddesoto/","Florida","https://www.countyoffice.org/fl-health-departments/","DeSoto County","https://www.countyoffice.org/fl-desoto-county-health-departments/"
"1584289626-679","https://www.countyoffice.org/health-departments/","Harris County Health Department","Harris County Health Department","https://www.countyoffice.org/harris-county-health-department-pasadena-tx-cf0/","3737 Red Bluff Road","Pasadena","Texas","713-740-5000","null","","Texas","https://www.countyoffice.org/tx-health-departments/","Harris County","https://www.countyoffice.org/tx-harris-county-health-departments/"
"1584289429-623","https://www.countyoffice.org/health-departments/","Robstown City Health Department","Robstown City Health Department","https://www.countyoffice.org/robstown-city-health-department-robstown-tx-dc1/","201 North 4th Street","Robstown","Texas","361-387-7378","null","","Texas","https://www.countyoffice.org/tx-health-departments/","Nueces County","https://www.countyoffice.org/tx-nueces-county-health-departments/"
"1584297055-2920","https://www.countyoffice.org/health-departments/","Scott County Health Department","Scott County Health Department","https://www.countyoffice.org/scott-county-health-department-davenport-ia-2f8/","428 Western Avenue","Davenport","Iowa","563-326-8618","null","","Iowa","https://www.countyoffice.org/ia-health-departments/","Scott County","https://www.countyoffice.org/ia-scott-county-health-departments/"
"1584290981-1013","https://www.countyoffice.org/health-departments/","Pennsylvania Health Department","Pennsylvania Health Department","https://www.countyoffice.org/pennsylvania-health-department-reading-pa-d95/","625 Cherry Street","Reading","Pennsylvania","610-378-4352","null","","Pennsylvania","https://www.countyoffice.org/pa-health-departments/","Berks County","https://www.countyoffice.org/pa-berks-county-health-departments/"
"1584292921-1497","https://www.countyoffice.org/health-departments/","Northeast Heights Public Health Office","Northeast Heights Public Health Office","https://www.countyoffice.org/northeast-heights-public-health-office-albuquerque-nm-4e9/","8120 La Mirada Place Northeast","Albuquerque","New Mexico","505-332-4850","null","","New Mexico","https://www.countyoffice.org/nm-health-departments/","Bernalillo County","https://www.countyoffice.org/nm-bernalillo-county-health-departments/"
"1584295920-2692","https://www.countyoffice.org/health-departments/","Baltimore County Health Department","Baltimore County Health Department","https://www.countyoffice.org/baltimore-county-health-department-randallstown-md-d88/","3525 Resource Drive","Randallstown","Maryland","410-887-0613","null","","Maryland","https://www.countyoffice.org/md-health-departments/","Baltimore County","https://www.countyoffice.org/md-baltimore-county-health-departments/"
"1584296167-2752","https://www.countyoffice.org/health-departments/","Southwest Regional Office Of Public Health","Southwest Regional Office Of Public Health","https://www.countyoffice.org/southwest-regional-office-of-public-health-lake-charles-la-b8f/","721 East Prien Lake Road","Lake Charles","Louisiana","337-475-3200","null","","Louisiana","https://www.countyoffice.org/la-health-departments/","Calcasieu Parish","https://www.countyoffice.org/la-calcasieu-parish-health-departments/"
"1584288869-432","https://www.countyoffice.org/health-departments/","Newbury Town Health Officer","Newbury Town Health Officer","https://www.countyoffice.org/newbury-town-health-officer-newbury-vt-e01/","4982 Main Street South","Newbury","Vermont","802-866-5521","null","","Vermont","https://www.countyoffice.org/vt-health-departments/","Orange County","https://www.countyoffice.org/vt-orange-county-health-departments/"
"1584294281-1886","https://www.countyoffice.org/health-departments/","Lowndes County Health Department","Lowndes County Health Department","https://www.countyoffice.org/lowndes-county-health-department-columbus-ms-2a1/","1112 Military Road","Columbus","Mississippi","662-328-6091","null","","Mississippi","https://www.countyoffice.org/ms-health-departments/","Lowndes County","https://www.countyoffice.org/ms-lowndes-county-health-departments/"
"1584299219-4050","https://www.countyoffice.org/health-departments/","Florida State Health Department","Florida State Health Department","https://www.countyoffice.org/florida-state-health-department-tampa-fl-b2c/","13601 North 22nd Street","Tampa","Florida","813-307-8002","null","","Florida","https://www.countyoffice.org/fl-health-departments/","Hillsborough County","https://www.countyoffice.org/fl-hillsborough-county-health-departments/"
"1584288559-299","https://www.countyoffice.org/health-departments/","Bath County Health Department","Bath County Health Department","https://www.countyoffice.org/bath-county-health-department-warm-springs-va-be6/","51 Courthouse Hill Road","Warm Springs","Virginia","540-839-7246","null","","Virginia","https://www.countyoffice.org/va-health-departments/","Bath County","https://www.countyoffice.org/va-bath-county-health-departments/"
"1584289576-661","https://www.countyoffice.org/health-departments/","Sulphur Springs Health Department","Sulphur Springs Health Department","https://www.countyoffice.org/sulphur-springs-health-department-sulphur-springs-tx-b07/","1400 College Street","Sulphur Springs","Texas","903-885-6573","null","","Texas","https://www.countyoffice.org/tx-health-departments/","Hopkins County","https://www.countyoffice.org/tx-hopkins-county-health-departments/"
"1584292979-1520","https://www.countyoffice.org/health-departments/","Bridgewater Township Health Department","Bridgewater Township Health Department","https://www.countyoffice.org/bridgewater-township-health-department-bridgewater-nj-64c/","700 Garretson Road","Bridgewater","New Jersey","908-725-6300","bridgewaternj.gov","http://www.bridgewaternj.gov/health.html","New Jersey","https://www.countyoffice.org/nj-health-departments/","Somerset County","https://www.countyoffice.org/nj-somerset-county-health-departments/"
"1584299275-4067","https://www.countyoffice.org/health-departments/","Gadsden County Health Department","Gadsden County Health Department","https://www.countyoffice.org/gadsden-county-health-department-quincy-fl-f70/","278 Lasalle Leffall Drive","Quincy","Florida","850-875-7200","gadsdenhealth.org","http://www.gadsdenhealth.org/","Florida","https://www.countyoffice.org/fl-health-departments/","Gadsden County","https://www.countyoffice.org/fl-gadsden-county-health-departments/"
"1584301187-5690","https://www.countyoffice.org/health-departments/","Blount County Health Department","Blount County Health Department","https://www.countyoffice.org/blount-county-health-department-oneonta-al-cac/","1001 Lincoln Avenue","Oneonta","Alabama","205-274-2120","null","","Alabama","https://www.countyoffice.org/al-health-departments/","Blount County","https://www.countyoffice.org/al-blount-county-health-departments/"
"1584289640-683","https://www.countyoffice.org/health-departments/","Indigent Health Department","Indigent Health Department","https://www.countyoffice.org/indigent-health-department-plainview-tx-d35/","111 West 6th Street","Plainview","Texas","806-291-5305","null","","Texas","https://www.countyoffice.org/tx-health-departments/","Hale County","https://www.countyoffice.org/tx-hale-county-health-departments/"
"1584294233-1873","https://www.countyoffice.org/health-departments/","Oktibbeha County Health Department","Oktibbeha County Health Department","https://www.countyoffice.org/oktibbeha-county-health-department-starkville-ms-ae5/","203 Yeates Street","Starkville","Mississippi","662-323-4565","null","","Mississippi","https://www.countyoffice.org/ms-health-departments/","Oktibbeha County","https://www.countyoffice.org/ms-oktibbeha-county-health-departments/"
"1584291333-1090","https://www.countyoffice.org/health-departments/","Garvin County Health Department","Garvin County Health Department","https://www.countyoffice.org/garvin-county-health-department-lindsay-ok-eb7/","700 West Comanche Street","Lindsay","Oklahoma","405-756-2928","null","","Oklahoma","https://www.countyoffice.org/ok-health-departments/","Garvin County","https://www.countyoffice.org/ok-garvin-county-health-departments/"
